"Direcc..Media.de.Proced..0.N.90.E."	"logHm0"	"logTm02"	"logTp"	"ID"	"loc"
82	1.08856195281461	1.84054963339749	2.1540850846756	2122	"CostaPalamos"
115	1.46093790411566	1.89009536994892	2.13653050866396	2122	"CostaPalamos"
119	1.42310833424261	1.880990602956	2.11986345617875	2122	"CostaPalamos"
91	1.48160454092422	2.01089499914473	2.32238772029023	2122	"CostaPalamos"
99	1.64865862558738	2.02814824729229	2.29253475714054	2122	"CostaPalamos"
101	1.64865862558738	2.02814824729229	2.25339484880327	2122	"CostaPalamos"
96	1.45161382724053	1.88706964903238	2.22570404865809	2122	"CostaPalamos"
94	1.45161382724053	1.92278773163446	2.19833507162025	2122	"CostaPalamos"
5	1.34286480319255	1.58514521986506	2.27315628230323	2122	"CostaPalamos"
82	1.34807314829969	1.92278773163446	2.2353763433006	2122	"CostaPalamos"
76	1.66013102674962	2.01490302054226	2.35042242240821	2122	"CostaPalamos"
68	1.28647402583768	1.9139771019523	2.32434658477556	2122	"CostaPalamos"
69	1.92716410623426	2.12942147398486	2.42214432805168	2122	"CostaPalamos"
76	1.17865499634165	1.89761985992753	2.30058309032337	2122	"CostaPalamos"
86	1.35066718347674	1.92716410623426	2.1540850846756	2122	"CostaPalamos"
64	1.38879124131848	1.96009478404727	2.30558060197384	2122	"CostaPalamos"
31	1.20297230399235	1.83736998048011	2.35517754311322	2122	"CostaPalamos"
76	1.40854497005471	1.92424865227413	2.27931646605469	2122	"CostaPalamos"
74	1.4747630091075	2.10900034392138	2.40874528882244	2122	"CostaPalamos"
82	1.55392520250384	2.11142458753289	2.42745407503992	2122	"CostaPalamos"
144	1.39376637595859	1.91692261218206	2.2082744135228	2122	"CostaPalamos"
84	1.60140574073684	2.07944154167984	2.39880395073459	2122	"CostaPalamos"
80	1.91250108692418	2.21484617868604	2.494031557565	2122	"CostaPalamos"
79	1.33236601909433	2.00417905717929	2.30358459332713	2122	"CostaPalamos"
96	1.40854497005471	1.98787434815435	2.30358459332713	2122	"CostaPalamos"
99	1.63705307946707	2.07944154167984	2.30358459332713	2122	"CostaPalamos"
203	1.25846098961001	1.92570744173779	2.30358459332713	2122	"CostaPalamos"
79	1.35066718347674	1.97546895129686	2.30358459332713	2122	"CostaPalamos"
